,name,pha_prediction
7586,Asteroid 593033,0
7587,Asteroid 82283,0
7588,Asteroid 633167,0
7589,Asteroid 72180,0
7590,Asteroid 373614,0
7591,Asteroid 34912,0
7592,Asteroid 341388,0
7593,Asteroid 776696,0
7594,Asteroid 412940,0
7595,Asteroid 351718,0
7596,Asteroid 816602,0
7597,Asteroid 459800,0
7598,Asteroid 144873,0
7599,Asteroid 162329,0
7600,Asteroid 271997,0
7601,Asteroid 171504,0
7602,Asteroid 100329,0
7603,Asteroid 540270,0
7604,Asteroid 771381,0
7605,Asteroid 670067,0
7606,Asteroid 478940,0
7607,Asteroid 375878,0
7608,Asteroid 752956,0
7609,Asteroid 149971,0
7610,Asteroid 488679,0
7611,Asteroid 313435,0
7612,Asteroid 541415,0
7613,Asteroid 49210,0
7614,Asteroid 815174,0
7615,Asteroid 446956,0
7616,Asteroid 454257,0
7617,Asteroid 127864,0
7618,Asteroid 6602,0
7619,Asteroid 494987,0
7620,Asteroid 790146,0
7621,Asteroid 782256,0
7622,Asteroid 180001,0
7623,Asteroid 427118,0
7624,Asteroid 576024,0
7625,Asteroid 325394,1
7626,Asteroid 246953,0
7627,Asteroid 38979,0
7628,Asteroid 480807,1
7629,Asteroid 348526,0
7630,Asteroid 662173,0
7631,Asteroid 112632,0
7632,Asteroid 130668,0
7633,Asteroid 49089,0
7634,Asteroid 41537,0
7635,Asteroid 569339,0
7636,Asteroid 652504,0
7637,Asteroid 161562,0
7638,Asteroid 720443,0
7639,Asteroid 662615,0
7640,Asteroid 289273,0
7641,Asteroid 436853,0
7642,Asteroid 183278,0
7643,Asteroid 554838,0
7644,Asteroid 725519,0
7645,Asteroid 794678,0
7646,Asteroid 713061,0
7647,Asteroid 325195,0
7648,Asteroid 248377,0
7649,Asteroid 751952,0
7650,Asteroid 589678,0
7651,Asteroid 325924,0
7652,Asteroid 21406,0
7653,Asteroid 31347,0
7654,Asteroid 676860,0
7655,Asteroid 825294,0
7656,Asteroid 577331,0
7657,Asteroid 728217,0
7658,Asteroid 400366,0
7659,Asteroid 439199,0
7660,Asteroid 828789,0
7661,Asteroid 549028,0
7662,Asteroid 694958,0
7663,Asteroid 265497,0
7664,Asteroid 474797,0
7665,Asteroid 274127,0
7666,Asteroid 6059,0
7667,Asteroid 496194,0
7668,Asteroid 682776,0
7669,Asteroid 47161,0
7670,Asteroid 742263,0
7671,Asteroid 581995,0
7672,Asteroid 378654,0
7673,Asteroid 524643,0
7674,Asteroid 602067,0
7675,Asteroid 455251,0
7676,Asteroid 522363,0
7677,Asteroid 116577,0
7678,Asteroid 318002,0
7679,Asteroid 742030,0
7680,Asteroid 364719,0
7681,Asteroid 735874,0
7682,Asteroid 54983,0
7683,Asteroid 635320,0
7684,Asteroid 252700,0
7685,Asteroid 827330,0
7686,Asteroid 363254,0
7687,Asteroid 157173,0
7688,Asteroid 559338,0
7689,Asteroid 233687,0
7690,Asteroid 76729,0
7691,Asteroid 689099,0
7692,Asteroid 481129,0
7693,Asteroid 233622,0
7694,Asteroid 33725,0
7695,Asteroid 581537,0
7696,Asteroid 217321,0
7697,Asteroid 164964,0
7698,Asteroid 168512,0
7699,Asteroid 636726,0
7700,Asteroid 474583,0
7701,Asteroid 164090,0
7702,Asteroid 682894,0
7703,Asteroid 304503,0
7704,Asteroid 204180,0
7705,Asteroid 641607,0
7706,Asteroid 346696,0
7707,Asteroid 463887,0
7708,Asteroid 281599,0
7709,Asteroid 472610,0
7710,Asteroid 32063,0
7711,Asteroid 742963,0
7712,Asteroid 357174,0
7713,Asteroid 273089,0
7714,Asteroid 562159,0
7715,Asteroid 150129,0
7716,Asteroid 638310,0
7717,Asteroid 581885,0
7718,Asteroid 527733,0
7719,Asteroid 766148,0
7720,Asteroid 455673,0
7721,Asteroid 400295,0
7722,Asteroid 38743,0
7723,Asteroid 323937,0
7724,Asteroid 435966,0
7725,Asteroid 837927,0
7726,Asteroid 787079,0
7727,Asteroid 250513,0
7728,Asteroid 674664,0
7729,Asteroid 601548,0
7730,Asteroid 687625,0
7731,Asteroid 89167,0
7732,Asteroid 517363,0
7733,Asteroid 675014,0
7734,Asteroid 495860,0
7735,Asteroid 533606,0
7736,Asteroid 510750,0
7737,Asteroid 691096,0
7738,Asteroid 21368,0
7739,Asteroid 237683,0
7740,Asteroid 163482,0
7741,Asteroid 116204,0
7742,Asteroid 437781,0
7743,Asteroid 58401,0
7744,Asteroid 674134,0
7745,Asteroid 664396,0
7746,Asteroid 143508,0
7747,Asteroid 455490,0
7748,Asteroid 523753,0
7749,Asteroid 223055,0
7750,Asteroid 482598,0
7751,Asteroid 70104,0
7752,Asteroid 468695,0
7753,Asteroid 432835,0
7754,Asteroid 722173,0
7755,Asteroid 714648,0
7756,Asteroid 616601,0
7757,Asteroid 73243,0
7758,Asteroid 444238,0
7759,Asteroid 94667,0
7760,Asteroid 711211,0
7761,Asteroid 294722,0
7762,Asteroid 568964,0
7763,Asteroid 181012,0
7764,Asteroid 299288,0
7765,Asteroid 589557,0
7766,Asteroid 628111,0
7767,Asteroid 662726,0
7768,Asteroid 721670,0
7769,Asteroid 817481,0
7770,Asteroid 397853,0
7771,Asteroid 562715,0
7772,Asteroid 255462,0
7773,Asteroid 188231,0
7774,Asteroid 350096,0
7775,Asteroid 237260,0
7776,Asteroid 381198,0
7777,Asteroid 314552,0
7778,Asteroid 463796,0
7779,Asteroid 339982,0
7780,Asteroid 65606,0
7781,Asteroid 282302,0
7782,Asteroid 692963,0
7783,Asteroid 88642,0
7784,Asteroid 53029,0
7785,Asteroid 641144,0
7786,Asteroid 312193,0
7787,Asteroid 393104,0
7788,Asteroid 47920,0
7789,Asteroid 682366,0
7790,Asteroid 493413,0
7791,Asteroid 300883,0
7792,Asteroid 598059,0
7793,Asteroid 681351,0
7794,Asteroid 621175,0
7795,Asteroid 146411,0
7796,Asteroid 37060,0
7797,Asteroid 588924,0
7798,Asteroid 585328,0
7799,Asteroid 363148,0
7800,Asteroid 191379,0
7801,Asteroid 596482,0
7802,Asteroid 563105,0
7803,Asteroid 192005,0
7804,Asteroid 715781,0
7805,Asteroid 671042,0
7806,Asteroid 606111,0
7807,Asteroid 702231,0
7808,Asteroid 87105,0
7809,Asteroid 453533,0
7810,Asteroid 60208,0
7811,Asteroid 220222,0
7812,Asteroid 327190,0
7813,Asteroid 317638,0
7814,Asteroid 489038,0
7815,Asteroid 791343,0
7816,Asteroid 548189,0
7817,Asteroid 180371,0
7818,Asteroid 74077,0
7819,Asteroid 734240,0
7820,Asteroid 363625,0
7821,Asteroid 214048,0
7822,Asteroid 276762,0
7823,Asteroid 499517,0
7824,Asteroid 466022,0
7825,Asteroid 520357,0
7826,Asteroid 291006,0
7827,Asteroid 663119,0
7828,Asteroid 514087,0
7829,Asteroid 402439,0
7830,Asteroid 710757,0
7831,Asteroid 477416,0
7832,Asteroid 377909,0
7833,Asteroid 593536,0
7834,Asteroid 129820,0
7835,Asteroid 451812,0
7836,Asteroid 137557,0
7837,Asteroid 482038,0
7838,Asteroid 371995,0
7839,Asteroid 767088,0
7840,Asteroid 283648,0
7841,Asteroid 673848,0
7842,Asteroid 777140,0
7843,Asteroid 135462,0
7844,Asteroid 206567,0
7845,Asteroid 94325,0
7846,Asteroid 314588,0
7847,Asteroid 182530,0
7848,Asteroid 603974,0
7849,Asteroid 826460,0
7850,Asteroid 607502,0
7851,Asteroid 76571,0
7852,Asteroid 292372,0
7853,Asteroid 554007,0
7854,Asteroid 619847,0
7855,Asteroid 742059,0
7856,Asteroid 248210,0
7857,Asteroid 106040,0
7858,Asteroid 359328,0
7859,Asteroid 399745,0
7860,Asteroid 634808,0
7861,Asteroid 171268,0
7862,Asteroid 433659,0
7863,Asteroid 49519,0
7864,Asteroid 348241,0
7865,Asteroid 775705,0
7866,Asteroid 725873,0
7867,Asteroid 430694,0
7868,Asteroid 655022,0
7869,Asteroid 695016,0
7870,Asteroid 263614,0
7871,Asteroid 333659,0
7872,Asteroid 659278,0
7873,Asteroid 675195,0
7874,Asteroid 409081,0
7875,Asteroid 385495,0
7876,Asteroid 217152,0
7877,Asteroid 795644,0
7878,Asteroid 210603,0
7879,Asteroid 340542,0
7880,Asteroid 461557,0
7881,Asteroid 308716,0
7882,Asteroid 771631,0
7883,Asteroid 728888,0
7884,Asteroid 219727,0
7885,Asteroid 72788,0
7886,Asteroid 346733,0
7887,Asteroid 557123,0
7888,Asteroid 256547,0
7889,Asteroid 632885,0
7890,Asteroid 49915,0
7891,Asteroid 554334,0
7892,Asteroid 357845,0
7893,Asteroid 226292,0
7894,Asteroid 629804,0
7895,Asteroid 637673,0
7896,Asteroid 434046,0
7897,Asteroid 217525,0
7898,Asteroid 289022,0
7899,Asteroid 261314,0
7900,Asteroid 36906,0
7901,Asteroid 414678,0
7902,Asteroid 299031,0
7903,Asteroid 234455,0
7904,Asteroid 229884,0
7905,Asteroid 77992,0
7906,Asteroid 833279,0
7907,Asteroid 208668,0
7908,Asteroid 638798,0
7909,Asteroid 558751,0
7910,Asteroid 318073,0
7911,Asteroid 543102,0
7912,Asteroid 6610,0
7913,Asteroid 610670,0
7914,Asteroid 812544,0
7915,Asteroid 803955,0
7916,Asteroid 412740,0
7917,Asteroid 473728,0
7918,Asteroid 604696,0
7919,Asteroid 675077,0
7920,Asteroid 359089,0
7921,Asteroid 826635,0
7922,Asteroid 187548,0
7923,Asteroid 403339,0
7924,Asteroid 410732,0
7925,Asteroid 783921,0
7926,Asteroid 585966,0
7927,Asteroid 123075,0
7928,Asteroid 520201,0
7929,Asteroid 241506,0
7930,Asteroid 7575,0
7931,Asteroid 508190,0
7932,Asteroid 126883,0
7933,Asteroid 500486,0
7934,Asteroid 591700,0
7935,Asteroid 240993,0
7936,Asteroid 65549,0
7937,Asteroid 694009,0
7938,Asteroid 73431,0
7939,Asteroid 818410,0
7940,Asteroid 184279,0
7941,Asteroid 24833,0
7942,Asteroid 141541,0
7943,Asteroid 304397,0
7944,Asteroid 398312,0
7945,Asteroid 447040,0
7946,Asteroid 436657,0
7947,Asteroid 469494,0
7948,Asteroid 89452,0
7949,Asteroid 487360,0
7950,Asteroid 238777,0
7951,Asteroid 140038,1
7952,Asteroid 385396,0
7953,Asteroid 604837,0
7954,Asteroid 689073,0
7955,Asteroid 653923,0
7956,Asteroid 372587,0
7957,Asteroid 452308,0
7958,Asteroid 822643,0
7959,Asteroid 583121,0
7960,Asteroid 36874,0
7961,Asteroid 754366,0
7962,Asteroid 327496,0
7963,Asteroid 509559,0
7964,Asteroid 143013,0
7965,Asteroid 35454,0
7966,Asteroid 622323,0
7967,Asteroid 619341,0
7968,Asteroid 324526,0
7969,Asteroid 780771,0
7970,Asteroid 627277,0
7971,Asteroid 604087,0
7972,Asteroid 403193,0
7973,Asteroid 709893,0
7974,Asteroid 236089,0
7975,Asteroid 515758,0
7976,Asteroid 732315,0
7977,Asteroid 321908,0
7978,Asteroid 635506,0
7979,Asteroid 113937,0
7980,Asteroid 568634,0
7981,Asteroid 57540,0
7982,Asteroid 397323,0
7983,Asteroid 459897,0
7984,Asteroid 514203,0
7985,Asteroid 377347,0
7986,Asteroid 687541,0
7987,Asteroid 630259,0
7988,Asteroid 430217,0
7989,Asteroid 493,0
7990,Asteroid 445564,0
7991,Asteroid 750150,0
7992,Asteroid 486001,0
7993,Asteroid 187665,0
7994,Asteroid 459195,0
7995,Asteroid 25087,0
7996,Asteroid 363047,0
7997,Asteroid 251696,0
7998,Asteroid 307256,0
7999,Asteroid 612017,0
8000,Asteroid 101834,0
8001,Asteroid 372054,0
8002,Asteroid 12515,0
8003,Asteroid 148806,0
8004,Asteroid 154333,0
8005,Asteroid 357529,0
8006,Asteroid 634562,0
8007,Asteroid 328358,0
8008,Asteroid 429062,0
8009,Asteroid 362971,0
8010,Asteroid 501179,0
8011,Asteroid 721763,0
8012,Asteroid 269324,0
8013,Asteroid 728040,0
8014,Asteroid 223729,0
8015,Asteroid 136834,0
8016,Asteroid 307079,0
8017,Asteroid 334930,0
8018,Asteroid 158014,0
8019,Asteroid 496709,0
8020,Asteroid 760880,0
8021,Asteroid 730539,0
8022,Asteroid 281153,0
8023,Asteroid 748781,0
8024,Asteroid 321693,0
8025,Asteroid 758898,0
8026,Asteroid 156268,0
8027,Asteroid 382870,0
8028,Asteroid 154038,0
8029,Asteroid 207409,0
8030,Asteroid 779205,0
8031,Asteroid 740177,0
8032,Asteroid 796166,0
8033,Asteroid 320527,0
8034,Asteroid 445119,0
8035,Asteroid 733079,0
8036,Asteroid 161757,0
8037,Asteroid 16816,0
8038,Asteroid 760878,0
8039,Asteroid 477325,0
8040,Asteroid 211672,0
8041,Asteroid 809812,0
8042,Asteroid 718653,0
8043,Asteroid 295722,0
8044,Asteroid 180995,0
8045,Asteroid 138103,0
8046,Asteroid 518248,0
8047,Asteroid 620029,0
8048,Asteroid 579991,0
8049,Asteroid 652566,0
8050,Asteroid 178917,0
8051,Asteroid 17196,0
8052,Asteroid 640754,0
8053,Asteroid 264532,0
8054,Asteroid 382144,0
8055,Asteroid 238373,0
8056,Asteroid 180593,0
8057,Asteroid 400356,0
8058,Asteroid 314515,0
8059,Asteroid 654448,0
8060,Asteroid 541420,0
8061,Asteroid 524135,0
8062,Asteroid 632987,0
8063,Asteroid 222493,0
8064,Asteroid 285589,0
8065,Asteroid 718423,0
8066,Asteroid 708238,0
8067,Asteroid 104224,0
8068,Asteroid 128808,0
8069,Asteroid 66085,0
8070,Asteroid 110610,0
8071,Asteroid 229034,0
8072,Asteroid 125870,0
8073,Asteroid 729066,0
8074,Asteroid 469294,0
8075,Asteroid 606996,0
8076,Asteroid 435352,0
8077,Asteroid 718244,0
8078,Asteroid 812298,0
8079,Asteroid 250512,0
8080,Asteroid 13629,0
8081,Asteroid 232308,0
8082,Asteroid 638264,0
8083,Asteroid 683565,0
8084,Asteroid 293341,0
8085,Asteroid 596485,0
8086,Asteroid 518771,0
8087,Asteroid 792913,0
8088,Asteroid 787210,0
8089,Asteroid 839296,0
8090,Asteroid 69896,0
8091,Asteroid 106913,0
8092,Asteroid 10993,0
8093,Asteroid 92158,0
8094,Asteroid 706825,0
8095,Asteroid 533875,0
8096,Asteroid 564527,0
8097,Asteroid 327675,0
8098,Asteroid 839421,0
8099,Asteroid 82089,0
8100,Asteroid 648130,0
8101,Asteroid 628675,0
8102,Asteroid 92432,0
8103,Asteroid 425194,0
8104,Asteroid 528941,0
8105,Asteroid 215504,0
8106,Asteroid 209560,0
8107,Asteroid 713634,0
8108,Asteroid 165293,0
8109,Asteroid 546497,0
8110,Asteroid 541486,0
8111,Asteroid 11926,0
8112,Asteroid 713811,0
8113,Asteroid 748976,0
8114,Asteroid 268887,0
8115,Asteroid 189011,0
8116,Asteroid 218353,0
8117,Asteroid 79544,0
8118,Asteroid 559145,0
8119,Asteroid 833672,0
8120,Asteroid 228135,0
8121,Asteroid 367689,0
8122,Asteroid 139422,0
8123,Asteroid 443657,0
8124,Asteroid 317042,0
8125,Asteroid 349297,0
8126,Asteroid 47151,0
8127,Asteroid 473475,0
8128,Asteroid 804366,0
8129,Asteroid 236353,0
8130,Asteroid 330505,0
8131,Asteroid 753498,0
8132,Asteroid 330367,0
8133,Asteroid 658454,0
8134,Asteroid 504098,0
8135,Asteroid 85545,0
8136,Asteroid 589719,0
8137,Asteroid 176385,0
8138,Asteroid 560028,0
8139,Asteroid 659832,0
8140,Asteroid 112906,0
8141,Asteroid 63694,0
8142,Asteroid 69206,0
8143,Asteroid 652241,0
8144,Asteroid 164581,0
8145,Asteroid 219711,0
8146,Asteroid 694874,0
8147,Asteroid 757807,0
8148,Asteroid 835025,0
8149,Asteroid 132313,0
8150,Asteroid 364996,0
8151,Asteroid 27963,0
8152,Asteroid 61914,0
8153,Asteroid 359103,0
8154,Asteroid 620221,0
8155,Asteroid 28339,0
8156,Asteroid 636798,0
8157,Asteroid 558667,0
8158,Asteroid 729644,0
8159,Asteroid 671318,0
8160,Asteroid 606015,0
8161,Asteroid 521229,0
8162,Asteroid 628807,0
8163,Asteroid 428278,0
8164,Asteroid 52076,0
8165,Asteroid 63977,0
8166,Asteroid 173296,0
8167,Asteroid 805848,0
8168,Asteroid 207421,0
8169,Asteroid 580704,0
8170,Asteroid 207503,0
8171,Asteroid 206275,0
8172,Asteroid 646805,0
8173,Asteroid 104241,0
8174,Asteroid 511091,0
8175,Asteroid 514410,0
8176,Asteroid 249020,0
8177,Asteroid 611581,0
8178,Asteroid 451703,0
8179,Asteroid 772856,0
8180,Asteroid 490222,0
8181,Asteroid 773690,0
8182,Asteroid 555862,0
8183,Asteroid 471234,0
8184,Asteroid 835346,0
8185,Asteroid 190338,0
8186,Asteroid 494289,0
8187,Asteroid 691798,0
8188,Asteroid 510683,0
8189,Asteroid 427360,0
8190,Asteroid 81611,0
8191,Asteroid 90584,0
8192,Asteroid 608207,0
8193,Asteroid 276485,0
8194,Asteroid 64654,0
8195,Asteroid 633172,0
8196,Asteroid 97567,0
8197,Asteroid 197162,0
8198,Asteroid 668858,0
8199,Asteroid 300506,0
8200,Asteroid 625691,0
8201,Asteroid 468234,0
8202,Asteroid 5117,0
8203,Asteroid 775810,0
8204,Asteroid 483475,0
8205,Asteroid 689397,0
8206,Asteroid 176108,0
8207,Asteroid 555042,0
8208,Asteroid 825218,0
8209,Asteroid 674077,0
8210,Asteroid 21901,0
8211,Asteroid 465805,0
8212,Asteroid 718517,0
8213,Asteroid 71484,0
8214,Asteroid 104320,0
8215,Asteroid 577801,0
8216,Asteroid 495896,0
8217,Asteroid 59139,0
8218,Asteroid 646632,0
8219,Asteroid 543667,0
8220,Asteroid 356732,0
8221,Asteroid 6936,0
8222,Asteroid 811190,0
8223,Asteroid 557180,0
8224,Asteroid 689373,0
8225,Asteroid 131218,0
8226,Asteroid 476975,0
8227,Asteroid 67241,0
8228,Asteroid 115429,0
8229,Asteroid 277861,0
8230,Asteroid 335348,0
8231,Asteroid 219064,0
8232,Asteroid 184471,0
8233,Asteroid 208088,0
8234,Asteroid 248388,0
8235,Asteroid 789368,0
8236,Asteroid 601088,0
8237,Asteroid 720258,0
8238,Asteroid 197187,0
8239,Asteroid 133512,0
8240,Asteroid 419107,0
8241,Asteroid 35406,0
8242,Asteroid 340996,0
8243,Asteroid 690668,0
8244,Asteroid 208339,0
8245,Asteroid 166620,0
8246,Asteroid 457697,0
8247,Asteroid 714044,0
8248,Asteroid 190132,0
8249,Asteroid 305577,0
8250,Asteroid 744571,0
8251,Asteroid 758509,0
8252,Asteroid 27487,0
8253,Asteroid 286811,0
8254,Asteroid 200067,0
8255,Asteroid 698809,0
8256,Asteroid 484679,0
8257,Asteroid 215617,0
8258,Asteroid 28630,0
8259,Asteroid 445291,0
8260,Asteroid 9941,0
8261,Asteroid 379113,0
8262,Asteroid 273308,0
8263,Asteroid 610523,0
8264,Asteroid 274070,0
8265,Asteroid 225223,0
8266,Asteroid 657965,0
8267,Asteroid 614590,0
8268,Asteroid 389307,0
8269,Asteroid 581172,0
8270,Asteroid 517767,0
8271,Asteroid 264629,0
8272,Asteroid 818932,0
8273,Asteroid 670709,0
8274,Asteroid 551658,0
8275,Asteroid 328402,0
8276,Asteroid 237659,0
8277,Asteroid 564222,0
8278,Asteroid 219037,0
8279,Asteroid 751383,0
8280,Asteroid 410728,0
8281,Asteroid 287947,0
8282,Asteroid 485147,0
8283,Asteroid 86850,0
8284,Asteroid 204080,0
8285,Asteroid 124507,0
8286,Asteroid 386554,0
8287,Asteroid 189581,0
8288,Asteroid 198653,0
8289,Asteroid 105551,0
8290,Asteroid 681065,0
8291,Asteroid 415639,0
8292,Asteroid 805394,0
8293,Asteroid 381469,0
8294,Asteroid 717297,0
8295,Asteroid 796465,0
8296,Asteroid 85977,0
8297,Asteroid 507683,0
8298,Asteroid 39223,0
8299,Asteroid 440255,0
8300,Asteroid 649863,0
8301,Asteroid 663995,0
8302,Asteroid 186710,0
8303,Asteroid 456940,0
8304,Asteroid 82292,0
8305,Asteroid 552381,0
8306,Asteroid 31981,0
8307,Asteroid 551548,0
8308,Asteroid 385547,0
8309,Asteroid 79889,0
8310,Asteroid 615377,0
8311,Asteroid 233506,0
8312,Asteroid 240719,0
8313,Asteroid 761129,0
8314,Asteroid 187266,0
8315,Asteroid 633770,0
8316,Asteroid 244743,0
8317,Asteroid 141719,0
8318,Asteroid 44826,0
8319,Asteroid 332102,0
8320,Asteroid 48386,0
8321,Asteroid 39604,0
8322,Asteroid 624441,0
8323,Asteroid 90946,0
8324,Asteroid 542136,0
8325,Asteroid 15125,0
8326,Asteroid 524674,0
8327,Asteroid 474861,0
8328,Asteroid 832062,0
8329,Asteroid 197860,0
8330,Asteroid 385458,0
8331,Asteroid 737837,0
8332,Asteroid 436974,0
8333,Asteroid 630441,0
8334,Asteroid 569327,0
8335,Asteroid 97242,0
8336,Asteroid 642436,0
8337,Asteroid 196282,0
8338,Asteroid 169959,0
8339,Asteroid 670918,0
8340,Asteroid 815648,0
8341,Asteroid 267449,0
8342,Asteroid 768060,0
8343,Asteroid 47028,0
8344,Asteroid 267911,0
8345,Asteroid 177651,0
8346,Asteroid 281994,0
8347,Asteroid 289673,0
8348,Asteroid 358084,0
8349,Asteroid 668032,0
8350,Asteroid 619247,0
8351,Asteroid 713319,0
8352,Asteroid 542291,0
8353,Asteroid 70913,0
8354,Asteroid 261597,0
8355,Asteroid 105399,0
8356,Asteroid 489005,0
8357,Asteroid 569633,0
8358,Asteroid 696024,0
8359,Asteroid 319417,0
8360,Asteroid 98852,0
8361,Asteroid 377995,0
8362,Asteroid 221068,0
8363,Asteroid 134374,0
8364,Asteroid 306201,0
8365,Asteroid 368231,0
8366,Asteroid 438558,0
8367,Asteroid 579741,0
8368,Asteroid 43921,0
8369,Asteroid 412084,0
8370,Asteroid 629094,0
8371,Asteroid 68467,0
8372,Asteroid 699388,0
8373,Asteroid 82558,0
8374,Asteroid 653764,0
8375,Asteroid 748880,0
8376,Asteroid 147401,0
8377,Asteroid 684154,0
8378,Asteroid 781736,0
8379,Asteroid 133221,0
8380,Asteroid 263007,0
8381,Asteroid 306210,0
8382,Asteroid 123552,0
8383,Asteroid 835142,0
8384,Asteroid 739322,0
8385,Asteroid 508849,0
8386,Asteroid 390899,0
8387,Asteroid 30320,0
8388,Asteroid 251550,0
8389,Asteroid 200679,0
8390,Asteroid 329481,0
8391,Asteroid 375650,0
8392,Asteroid 458662,0
8393,Asteroid 565560,0
8394,Asteroid 295917,0
8395,Asteroid 678179,0
8396,Asteroid 171008,0
8397,Asteroid 253366,0
8398,Asteroid 485047,0
8399,Asteroid 562729,0
8400,Asteroid 756108,0
8401,Asteroid 555314,0
8402,Asteroid 23058,0
8403,Asteroid 747668,0
8404,Asteroid 239824,0
8405,Asteroid 365106,0
8406,Asteroid 139247,0
8407,Asteroid 137618,0
8408,Asteroid 613268,0
8409,Asteroid 666643,0
8410,Asteroid 62609,0
8411,Asteroid 213225,0
8412,Asteroid 339008,0
8413,Asteroid 640005,0
8414,Asteroid 538813,0
8415,Asteroid 236910,0
8416,Asteroid 622498,0
8417,Asteroid 751418,0
8418,Asteroid 407591,0
8419,Asteroid 515648,0
8420,Asteroid 538301,0
8421,Asteroid 614892,0
8422,Asteroid 328849,0
8423,Asteroid 834130,0
8424,Asteroid 54968,0
8425,Asteroid 199881,0
8426,Asteroid 317961,0
8427,Asteroid 705616,0
8428,Asteroid 385503,0
8429,Asteroid 537919,0
8430,Asteroid 17469,0
8431,Asteroid 591405,0
8432,Asteroid 654112,0
8433,Asteroid 412015,0
8434,Asteroid 326959,0
8435,Asteroid 21225,0
8436,Asteroid 333309,0
8437,Asteroid 71204,0
8438,Asteroid 612281,0
8439,Asteroid 357244,0
8440,Asteroid 681804,0
8441,Asteroid 389756,0
8442,Asteroid 179146,0
8443,Asteroid 28544,0
8444,Asteroid 400164,0
8445,Asteroid 465334,0
8446,Asteroid 224730,0
8447,Asteroid 105471,0
8448,Asteroid 183633,0
8449,Asteroid 167497,0
8450,Asteroid 33375,0
8451,Asteroid 824940,0
8452,Asteroid 555447,0
8453,Asteroid 147541,0
8454,Asteroid 61027,0
8455,Asteroid 221465,0
8456,Asteroid 786833,0
8457,Asteroid 361618,0
8458,Asteroid 412555,0
8459,Asteroid 614879,0
8460,Asteroid 533103,0
8461,Asteroid 509953,0
8462,Asteroid 718508,0
8463,Asteroid 121622,0
8464,Asteroid 142691,0
8465,Asteroid 65104,0
8466,Asteroid 638563,0
8467,Asteroid 293414,0
8468,Asteroid 80328,0
8469,Asteroid 697755,0
8470,Asteroid 518909,0
8471,Asteroid 474961,0
8472,Asteroid 322975,0
8473,Asteroid 584172,0
8474,Asteroid 577422,0
8475,Asteroid 619981,0
8476,Asteroid 451953,0
8477,Asteroid 759894,0
8478,Asteroid 445896,0
8479,Asteroid 100664,0
8480,Asteroid 438531,0
8481,Asteroid 762177,0
8482,Asteroid 508265,0
8483,Asteroid 313911,0
8484,Asteroid 613982,0
8485,Asteroid 756977,0
8486,Asteroid 213459,0
8487,Asteroid 760896,0
8488,Asteroid 421460,0
8489,Asteroid 328372,0
8490,Asteroid 631552,0
8491,Asteroid 539389,0
8492,Asteroid 685455,0
8493,Asteroid 812893,0
8494,Asteroid 56083,0
8495,Asteroid 759634,0
8496,Asteroid 809790,0
8497,Asteroid 409613,0
8498,Asteroid 430264,0
8499,Asteroid 547169,0
8500,Asteroid 149819,0
8501,Asteroid 388516,0
8502,Asteroid 656918,0
8503,Asteroid 21828,0
8504,Asteroid 592457,0
8505,Asteroid 806870,0
8506,Asteroid 741065,0
8507,Asteroid 385431,0
8508,Asteroid 619289,0
8509,Asteroid 439714,0
8510,Asteroid 394265,0
8511,Asteroid 790200,0
8512,Asteroid 507742,0
8513,Asteroid 196433,0
8514,Asteroid 85406,0
8515,Asteroid 645125,0
8516,Asteroid 830425,0
8517,Asteroid 588399,0
8518,Asteroid 546966,0
8519,Asteroid 154890,0
8520,Asteroid 605019,0
8521,Asteroid 365025,0
8522,Asteroid 114784,0
8523,Asteroid 109099,0
8524,Asteroid 126010,0
8525,Asteroid 157546,0
8526,Asteroid 682987,0
8527,Asteroid 632895,0
8528,Asteroid 558028,0
8529,Asteroid 80616,0
8530,Asteroid 804005,0
8531,Asteroid 116382,0
8532,Asteroid 764973,0
8533,Asteroid 239541,0
8534,Asteroid 322960,0
8535,Asteroid 460145,0
8536,Asteroid 412385,0
8537,Asteroid 565413,0
8538,Asteroid 686976,0
8539,Asteroid 604689,0
8540,Asteroid 757497,0
8541,Asteroid 166576,0
8542,Asteroid 278142,0
8543,Asteroid 759025,0
8544,Asteroid 670256,0
8545,Asteroid 505420,0
8546,Asteroid 641102,0
8547,Asteroid 740057,0
8548,Asteroid 112253,0
8549,Asteroid 564603,0
8550,Asteroid 210134,0
8551,Asteroid 806264,0
8552,Asteroid 658678,0
8553,Asteroid 750206,0
8554,Asteroid 299089,0
8555,Asteroid 176191,0
8556,Asteroid 815351,0
8557,Asteroid 12837,0
8558,Asteroid 620682,0
8559,Asteroid 571000,0
8560,Asteroid 263546,0
8561,Asteroid 376153,0
8562,Asteroid 185689,0
8563,Asteroid 277544,0
8564,Asteroid 350522,1
8565,Asteroid 541434,0
8566,Asteroid 769448,0
8567,Asteroid 465861,0
8568,Asteroid 812787,0
8569,Asteroid 401858,0
8570,Asteroid 748456,0
8571,Asteroid 1419,0
8572,Asteroid 500740,0
8573,Asteroid 438489,0
8574,Asteroid 172624,0
8575,Asteroid 577316,0
8576,Asteroid 115542,0
8577,Asteroid 566891,0
8578,Asteroid 629438,0
8579,Asteroid 834889,0
8580,Asteroid 638883,0
8581,Asteroid 739341,0
8582,Asteroid 530387,0
8583,Asteroid 613709,0
8584,Asteroid 774350,0
